source,section,family,record_kind,scenario,k,method,objective_kind,status,fingerprint,start_policy,operating_mode,horizon,warmup,validation,time_limit,variables,rows,movement_variables,passenger_variables,build_seconds,network_seconds,prepare_seconds,solve_seconds,served,unserved,relative_gap,termination,timestamp,git_commit,root_lp_certified,ub,ub_field,lb,lb_field,time,time_field,waiting,maximum_wait_seconds,diagnostic_headway_feasible,diagnostic_headway_violation_count,exported_trajectory_count,objective_semantics,curve_basis,curve_samples,curve_units,first_ub,first_ub_time,first_lb,last_ub_improvement_time,last_lb_improvement_time,curve_end,curve_best_ub,curve_best_lb,ub_improvements,ub_at_30s,lb_at_30s,ub_at_60s,lb_at_60s,ub_at_120s,lb_at_120s,ub_at_300s,lb_at_300s,solver_policy_time_limit_seconds,solver_policy_threads,ub_at_600s,lb_at_600s,ub_at_1800s,lb_at_1800s,ub_at_3600s,lb_at_3600s,model_stats_variables,model_stats_constraints,primary_lower_bound,primary_upper_bound,secondary_lower_bound,secondary_upper_bound
benchmarks/output/ddd_merge_aware_bpc/k20_corridor_gate.json,root.result.variants.1,ddd_merge_aware_bpc,diagnostic_case,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,,journey_time,root_lp_certified_with_integer_gap,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,,,,True,,,,,,,,0.04510941682383418,,,,0.1727547366749887,,,,True,635519.9980799999,validated_upper_bound,525730.9081600002,certified_lower_bound,364.81493312492967,total_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,19,reported_objective_units,635519.9980799999,15.068084290949628,7892.728340000031,,363.6821166658774,363.6821166658774,635519.9980799999,525730.9081600002,0,635519.9980799999,424182.5462879994,635519.9980799999,424182.5462879994,635519.9980799999,494424.10843516217,635519.9980799999,524294.9745025974,,,,,,,,,,,,,,
benchmarks/output/ddd_movement_feasibility_cp_sat_k19/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_movement_feasibility_cp_sat_k19,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,movement_feasibility,none,optimal,,,,1200.0,,,,,,,,,,0.0051405419944785535,3.2702236250042915,,,,,2026-08-06T19:21:51.902205+00:00,,,0.0,global_upper_bound,0.0,global_lower_bound,3.2702236250042915,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,0.0,3.2698548329935875,0.0,,,3.2698548329935875,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_movement_refinement_diagnostic_k19/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_movement_refinement_diagnostic_k19,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,movement_feasibility,none,invalid_internal,,,,1200.0,,,,,,,,,,0.005160000000614673,77.16423429100541,,,,,2026-08-06T19:23:16.039371+00:00,,,,,0.0,global_lower_bound,77.16423429100541,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,35,reported_objective_units,,,0.0,,,69.14555137594289,,0.0,0,,0.0,,0.0,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_movement_refinement_diagnostic_k19_after_fix/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_movement_refinement_diagnostic_k19_after_fix,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,movement_feasibility,none,refinement_budget_exhausted,,,,1200.0,,,,,,,,,,0.005096834007417783,80.3743806249986,,,,,2026-08-06T19:26:45.441246+00:00,,,,,0.0,global_lower_bound,80.3743806249986,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,36,reported_objective_units,,,0.0,,,73.15745621302631,,0.0,0,,0.0,,0.0,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_pair_root_k39_coordinated_interval5_10m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_pair_root_k39_coordinated_interval5_10m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.7620931651519561,,2026-08-25T18:21:36.188966+00:00,,True,1326950.6707600001,best_upper_bound,315690.6340800004,certified_lower_bound,529.969732456957,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,17,reported_objective_units,1441586.411136,42.82364266598597,0.0,330.11513041495346,524.819802164915,524.819802164915,1326950.6707600001,315690.6340800004,3,,,1441586.411136,0.0,1394994.077544,253161.43707666575,1371256.776608,307896.9408359994,,,,,,,,,,,,,,
benchmarks/output/ddd_partial_passenger_benders/k20_hybrid_20_control.json,root.variants.0.root,ddd_partial_passenger_benders,diagnostic_case,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,ddd_partial_passenger_root_gate,journey_time,iteration_limit_with_certified_bound,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,skip_stop,,,,,,,21630,158925,,,1.9275346668437123,,,,,,,,,,,48643.54245445173,certified_lower_bound,118.3853614591062,total_seconds,,,,,,reported_objective_verify_domain,iteration_elapsed,30,reported_objective_units,,,48643.542454451584,,,118.37986354203895,,48643.542454451584,0,,,,48643.54245445173,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_partial_passenger_benders/k20_hybrid_20_core_point.json,root.variants.0.root,ddd_partial_passenger_benders,diagnostic_case,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,ddd_partial_passenger_root_gate,journey_time,time_limit_with_certified_bound,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,skip_stop,,,,,,,21630,158925,,,1.9208215409889817,,,,,,,,,,,48643.54245445173,certified_lower_bound,120.98354700021446,total_seconds,,,,,,reported_objective_verify_domain,iteration_elapsed,9,reported_objective_units,,,48643.542454451584,,,120.97754375007935,,48643.542454451584,0,,,,48643.54245445164,,48643.54245445173,,,,,,,,,,,,,,,,
benchmarks/output/ddd_partial_passenger_benders/k20_hybrid_40_control.json,root.variants.0.root,ddd_partial_passenger_benders,diagnostic_case,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,ddd_partial_passenger_root_gate,journey_time,time_limit_with_certified_bound,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,skip_stop,,,,,,,21630,158925,,,1.8902432499453425,,,,,,,,,,,85163.47468005426,certified_lower_bound,120.00153070921078,total_seconds,,,,,,reported_objective_verify_domain,iteration_elapsed,11,reported_objective_units,,,85163.4746799997,,,116.04829704202712,,85163.4746799997,0,,,,85163.4746799997,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/ab20_bootstrap_equality/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.005148832977283746,49.73177295800997,,,,,2026-08-10T15:25:57.832285+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,49.73177295800997,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,1422004.210176,2.3306569579872303,409360.3827920009,,,46.74926762684481,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/ab20_bootstrap_nearest/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.0051332919974811375,158.18129966699053,,,,,2026-08-10T15:28:44.766529+00:00,,,636168.5152079997,global_upper_bound,409360.3827920009,global_lower_bound,158.18129966699053,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,701414.1516419996,7.490193958976306,409360.3827920009,53.88509741605958,,155.22683283494553,636168.5152079997,409360.3827920009,6,682377.223288,409360.3827920009,636168.5152079997,409360.3827920009,636168.5152079997,409360.3827920009,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/ab20_equality_no_nearest/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.004757958056870848,49.38205754099181,,,,,2026-08-10T16:22:19.279040+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,49.38205754099181,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,1422004.210176,2.264763499959372,409360.3827920009,,,46.468396124837454,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/ab20_timed_flow_no_nearest/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.005451250006444752,61.17734691599617,,,,,2026-08-10T16:26:40.639800+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,61.17734691599617,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,1422004.210176,2.652766499959398,409360.3827920009,,,57.924741750000976,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/five_station_k19_free_primal/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,passenger_primal,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.0050533750327304006,3.173922042013146,,,,,2026-08-10T13:43:44.449148+00:00,,,697372.782648,global_upper_bound,0.0,global_lower_bound,3.173922042013146,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,697372.782648,3.155590582988225,0.0,,,3.155590582988225,697372.782648,0.0,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/five_station_k19_skip_no_wait_50/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,unknown_no_incumbent,,,,1200.0,,,,,,,,,,0.004943083971738815,116.25598549999995,,,,,2026-08-10T13:40:18.079326+00:00,,,,,2676.3635200010613,global_lower_bound,116.25598549999995,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,50,reported_objective_units,,,2676.3635200008284,,,116.07304837310221,,2676.3635200008284,0,,2676.3635200010613,,2676.3635200010613,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/five_station_k19_structural_earliest_50/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,unknown_no_incumbent,,,,1200.0,,,,,,,,,,0.005133541999384761,120.24730904196622,,,,,2026-08-10T14:18:34.192180+00:00,,,,,409360.3827920009,global_lower_bound,120.24730904196622,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,50,reported_objective_units,,,409360.3827920009,,,120.0564493741258,,409360.3827920009,0,,409360.3827920009,,409360.3827920009,,409360.3827920009,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/fixed_schedule_diagnostic_bootstrap/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.005124291987158358,5.004694167000707,,,,,2026-08-10T16:57:08.322349+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,5.004694167000707,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,1422004.210176,2.2522797500132583,409360.3827920009,,,2.2522797500132583,1422004.210176,409360.3827920009,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/fixed_schedule_diagnostic_nearest/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.004971541988197714,79.27247895899927,,,,,2026-08-10T16:58:41.131483+00:00,,,622435.5581760004,global_upper_bound,409360.3827920009,global_lower_bound,79.27247895899927,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,10,reported_objective_units,676250.8980280003,7.432850250042975,409360.3827920009,53.2824147491483,,76.4141064141877,622435.5581760004,409360.3827920009,4,670491.1754719998,409360.3827920009,622435.5581760004,409360.3827920009,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/local_explainability_20/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.004919291997794062,89.73300837498391,,,,,2026-08-11T07:31:46.614029+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,89.73300837498391,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,1422004.210176,3.076340291998349,409360.3827920009,,,83.39649391669082,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/local_explainability_20_2s/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.00553862500237301,107.39241383399349,,,,,2026-08-11T07:36:15.893589+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,107.39241383399349,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,1422004.210176,3.349216250004247,409360.3827920009,,,100.24372237588977,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/selective_cabin_path_baseline_3/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.006957667006645352,12.744469708006363,,,,,2026-08-11T14:48:21.158416+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,12.744469708006363,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,3,reported_objective_units,1422004.210176,3.017003625049256,409360.3827920009,,,9.096087459125556,1422004.210176,409360.3827920009,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/selective_cabin_path_smoke_10/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.007262707978952676,39.13750566600356,,,,,2026-08-11T14:50:49.422801+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,39.13750566600356,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,10,reported_objective_units,1422004.210176,2.938313249964267,409360.3827920009,,,35.48041237395955,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/selective_cabin_path_smoke_3/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.00732745899586007,21.013006041990593,,,,,2026-08-11T14:47:34.906857+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,21.013006041990593,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,3,reported_objective_units,1422004.210176,2.9482581249903888,409360.3827920009,,,17.324430542008486,1422004.210176,409360.3827920009,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/selective_cabin_path_smoke_3_fixed/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.006939832994248718,12.531476875010412,,,,,2026-08-11T14:49:37.109600+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,12.531476875010412,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,3,reported_objective_units,1422004.210176,2.945284624991473,409360.3827920009,,,8.897704541974235,1422004.210176,409360.3827920009,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/selective_raw_core_10/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.0072210829821415246,36.127294790989254,,,,,2026-08-11T14:58:39.515512+00:00,,,1422004.210176,global_upper_bound,409360.3827920011,global_lower_bound,36.127294790989254,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,10,reported_objective_units,1422004.210176,3.186876541993115,409360.3827920009,,,32.4518005848513,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920011,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/selective_raw_core_200/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.007264374988153577,723.4504277500091,,,,,2026-08-11T17:13:28.554395+00:00,,,1422004.210176,global_upper_bound,409360.38279200136,global_lower_bound,723.4504277500091,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,200,reported_objective_units,1422004.210176,3.221249624970369,409360.3827920009,,,716.1435814163997,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920011,1422004.210176,409360.3827920011,1422004.210176,409360.3827920011,1422004.210176,409360.3827920011,,,1422004.210176,409360.38279200136,,,,,,,,,,
benchmarks/output/ddd_passenger_master/selective_raw_core_baseline_10/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.0071892080013640225,34.651959583046846,,,,,2026-08-11T15:00:29.304800+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,34.651959583046846,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,10,reported_objective_units,1422004.210176,3.053803874994628,409360.3827920009,,,30.74542887386633,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/selective_route_literal_core_10/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.00756724999519065,41.79244854202261,,,,,2026-08-11T14:56:18.927726+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,41.79244854202261,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,10,reported_objective_units,1422004.210176,3.204386625031475,409360.3827920009,,,37.99048308306374,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/smoke_bootstrap_nearest/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.005296124960295856,17.873226041032467,,,,,2026-08-10T15:21:22.811133+00:00,,,696748.5152199998,global_upper_bound,409360.3827920009,global_lower_bound,17.873226041032467,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,2,reported_objective_units,712493.3670739995,7.425042375049088,409360.3827920009,15.077972000057343,,15.077972000057343,696748.5152199998,409360.3827920009,1,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/three_station_k15_diagnostics_20/three_station_half_no_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,three_station_half_no_skip_no_wait_v0,15,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.0029610409983433783,144.99754474998917,,,,,2026-08-10T13:17:13.876133+00:00,,,2706574.5407879995,global_upper_bound,1683047.272744001,global_lower_bound,144.99754474998917,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,2706574.5407879995,14.345499875897076,1165492.3634080025,,144.90878283488564,144.90878283488564,2706574.5407879995,1683047.272744001,0,2706574.5407879995,1308944.7270560018,2706574.5407879995,1398706.1816240014,2706574.5407879995,1514570.1816880014,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/three_station_k15_indexed_20/three_station_half_no_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,three_station_half_no_skip_no_wait_v0,15,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.0029845410026609898,2.3279610839672387,,,,,2026-08-10T13:25:05.929576+00:00,,,2706574.5407879995,global_upper_bound,1683047.272744001,global_lower_bound,2.3279610839672387,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,2706574.5407879995,1.2625359590165317,1165492.3634080025,,2.2712690850021318,2.2712690850021318,2706574.5407879995,1683047.272744001,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_passenger_master/three_station_k15_indexed_50/three_station_half_no_skip_no_wait_v0.json,root,ddd_passenger_master,result_document,three_station_half_no_skip_no_wait_v0,15,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.002902833977714181,11.674594625015743,,,,,2026-08-10T13:27:33.518720+00:00,,,2706574.5407879995,global_upper_bound,2643804.3684880002,global_lower_bound,11.674594625015743,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,38,reported_objective_units,2706574.5407879995,1.2661813730373979,1165492.3634080025,,11.541767579969019,11.541767579969019,2706574.5407879995,2643804.3684880002,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_phase0_combined_refinement/three_station_two_cabin_network_refinement_v0.json,root,ddd_phase0_combined_refinement,result_document,three_station_two_cabin_network_refinement_v0,,,,optimal,,,,,,,,,,,,,,,,,,,,2026-08-06T17:57:31.448275+00:00,,,4.0,global_upper_bound,4.0,global_lower_bound,0.016256083006737754,elapsed_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,3,reported_objective_units,4.0,0.011883333005243912,0.0,,0.014347125004860573,0.014347125004860573,4.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_phase0_conflict_loop/three_station_two_cabin_stop_skip_merge_v0.json,root,ddd_phase0_conflict_loop,result_document,three_station_two_cabin_stop_skip_merge_v0,,,,feasible,,,,,,,,,,,,,,,,,,,,2026-08-05T17:48:03.235168+00:00,,,1.0,objective_value,,,0.001342208001005929,elapsed_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_phase0_network_time_refinement/three_station_time_refinement_v0.json,root,ddd_phase0_network_time_refinement,result_document,three_station_time_refinement_v0,,,,optimal,,,,,,,,,,,,,,,,,,,,2026-08-05T19:39:28.297512+00:00,,,1.0,global_upper_bound,1.0,global_lower_bound,0.008673208001710009,elapsed_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_phase0_reference/three_station_half_no_skip_no_wait_v0.json,root,ddd_phase0_reference,result_document,three_station_half_no_skip_no_wait_v0,,fixed_starts_no_waiting,,feasible,,,,,,,,,,,,,,,,,,,,2026-08-05T17:24:59.520095+00:00,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_phase0_reference/three_station_two_cabin_stop_skip_merge_v0.json,root,ddd_phase0_reference,result_document,three_station_two_cabin_stop_skip_merge_v0,,fixed_starts_no_waiting,,feasible,,,,,,,,,,,,,,,,,,,,2026-08-05T17:36:37.547423+00:00,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_phase0_time_refinement/event_cell_bound_probe_v0.json,root,ddd_phase0_time_refinement,result_document,event_cell_bound_probe_v0,,,,optimal,,,,,,,,,,,,,,,,,,,,2026-08-05T18:16:38.755272+00:00,,,1.0,global_upper_bound,1.0,global_lower_bound,0.007414583000354469,elapsed_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_progress_compact_smoke/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_progress_compact_smoke,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,movement_feasibility,none,unknown_no_incumbent,,,,1200.0,,,,,,,,,,0.007014332979451865,0.08020566601771861,,,,,2026-08-11T17:03:11.939156+00:00,,,,,0.0,global_lower_bound,0.08020566601771861,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,,,0.0,,,0.054422250017523766,,0.0,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_progress_fixed_width_smoke/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_progress_fixed_width_smoke,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,movement_feasibility,none,unknown_no_incumbent,,,,1200.0,,,,,,,,,,0.007780834042932838,2.1487704580067657,,,,,2026-08-11T16:57:29.485787+00:00,,,,,0.0,global_lower_bound,2.1487704580067657,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,,,0.0,,,2.117620042001363,,0.0,0,,,,,,,,,,,,,,,,,,,,,,
