source,section,family,record_kind,scenario,k,method,objective_kind,status,fingerprint,start_policy,operating_mode,horizon,warmup,validation,time_limit,variables,rows,movement_variables,passenger_variables,build_seconds,network_seconds,prepare_seconds,solve_seconds,served,unserved,relative_gap,termination,timestamp,git_commit,root_lp_certified,ub,ub_field,lb,lb_field,time,time_field,waiting,maximum_wait_seconds,diagnostic_headway_feasible,diagnostic_headway_violation_count,exported_trajectory_count,objective_semantics,curve_basis,curve_samples,curve_units,first_ub,first_ub_time,first_lb,last_ub_improvement_time,last_lb_improvement_time,curve_end,curve_best_ub,curve_best_lb,ub_improvements,ub_at_30s,lb_at_30s,ub_at_60s,lb_at_60s,ub_at_120s,lb_at_120s,ub_at_300s,lb_at_300s,solver_policy_time_limit_seconds,solver_policy_threads,ub_at_600s,lb_at_600s,ub_at_1800s,lb_at_1800s,ub_at_3600s,lb_at_3600s,model_stats_variables,model_stats_constraints,primary_lower_bound,primary_upper_bound,secondary_lower_bound,secondary_upper_bound
benchmarks/output/ddd_progress_fixed_width_smoke_2/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_progress_fixed_width_smoke_2,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,movement_feasibility,none,unknown_no_incumbent,,,,1200.0,,,,,,,,,,0.007577458978630602,0.10704845795407891,,,,,2026-08-11T16:59:50.461019+00:00,,,,,0.0,global_lower_bound,0.10704845795407891,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,,,0.0,,,0.07956837501842529,,0.0,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/assignment_comparison_v1.json,root.runs.0,ddd_reservation_insertion,diagnostic_case,,,,,OPTIMAL,9825bcd8af25c3d0d5eea6613158f4c548477771c4c763b855831574c88a96a4,,,,,,,,,,,,,,,,,,,,,,,,,,0.7657422919983219,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/assignment_comparison_v1.json,root.runs.1,ddd_reservation_insertion,diagnostic_case,,,,,OPTIMAL,9825bcd8af25c3d0d5eea6613158f4c548477771c4c763b855831574c88a96a4,,,,,,,,,,,,,,,,,,,,,,,,,,0.6353387089984608,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/followup_cached_scope1_integrated/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,28.665867667001294,,1104,176,,REQUESTS_COMPLETED,,,,1022076.357256,validated_upper_bound,,,59.11479920900092,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,27.14800733299853,,1104,176,,REQUESTS_COMPLETED,,,,1022076.357256,validated_upper_bound,,,56.38614999999845,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/followup_cached_scope4_1500ms/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,25.441140874998382,,1120,160,,REQUESTS_COMPLETED,,,,1008673.472296,validated_upper_bound,,,209.052347249999,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/followup_cp_waiting_60s_control/result.json,root,ddd_reservation_insertion,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,2,,journey_time,FEASIBLE,0ecfe1aa82e94e84f5582b7a1264a3161356f1ef479fe7e4bb42c260a9e23b95,balanced_reference,skip_stop,,0.0,,,,,,,,,0.12331358299707063,59.57016574999943,268,1012,0.19175467234132307,TIME_LIMIT,,,,1365098.18129,validated_upper_bound,1103334.226823,combined_lower_bound,60.02061479099939,total_wall_seconds,,,,,,reported_objective_verify_domain,optimizer_elapsed_excludes_runner_preparation,9,reported_objective_units,1454163.933548,14.63858883300054,892800.0,17.013858041002095,39.17899391600076,59.88872054100284,1365098.18129,1103334.226824,2,1365098.18129,1103334.226747,1365098.18129,1103334.226824,,,,,,,,,,,,,2641,5509,,,,
benchmarks/output/ddd_reservation_insertion/followup_final_scope4_250ms/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,6.077101584000047,,1120,160,,REQUESTS_COMPLETED,,,,1008673.472296,validated_upper_bound,,,41.501380459001666,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/followup_finalist_replay/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,6.171256790999905,,1120,160,,REQUESTS_COMPLETED,,,,1008673.472296,validated_upper_bound,,,15.391819165997731,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/followup_profile_before/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,9.37929591700231,,1104,176,,REQUESTS_COMPLETED,,,,1022076.357256,validated_upper_bound,,,18.769548625001335,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/k39_scope1_beam8_v1/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,6.107267959003366,,1112,168,,REQUESTS_COMPLETED,,,,1014271.187944,validated_upper_bound,,,27.885509500003536,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam1_v1/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,6.053729917002784,,1096,184,,REQUESTS_COMPLETED,,,,1020993.580848,validated_upper_bound,,,33.291110000001936,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservation_insertion/k39_scope4_beam8_v1/result.json,root,ddd_reservation_insertion,result_document,,,reservation_insertion_result_v1,,REQUESTS_COMPLETED,,,,,,,,,,,,,,6.153826583002228,,1112,168,,REQUESTS_COMPLETED,,,,1014271.187944,validated_upper_bound,,,34.228605917000095,total_wall_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_reservoir_arc_flow_gates/reservoir_build_gate/result.json,root,ddd_reservoir_arc_flow_gates,result_document,five_station_circle_cw_full_skip_no_wait_headway_b_v0,,,,build_only_complete,b7beb681a2d226420015766cd9809dcbabc92d8a95d87b719d23bcbb7d7a7241,,,,,,,,0,312645,2710064,0.0,34.195395833812654,,,,,,build-only network completed,,,,,,,,53.6397957499139,total_seconds,,,,,,reservoir_lexicographic_see_phase_fields,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
benchmarks/output/ddd_reservoir_arc_flow_gates/reservoir_no_wait_smoke_10m/result.json,root,ddd_reservoir_arc_flow_gates,result_document,five_station_circle_cw_full_skip_no_wait_headway_b_v0,,,,primary_optimal_secondary_open,b7beb681a2d226420015766cd9809dcbabc92d8a95d87b719d23bcbb7d7a7241,,,,,,,,3306361,312645,2710064,137.448730916949,35.5616133750882,,,,,,,,,,,,,,278.4065962920431,total_seconds,,,,,,reservoir_lexicographic_see_phase_fields,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1290659.5159119996
benchmarks/output/ddd_resource_clique_gate_k20_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k20_3m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,skip_stop,1200.0,,True,180.0,,,,,,,,,,,0.19324378777072032,no total budget remained for required proof pricing,2026-08-25T17:24:02.189079+00:00,,False,635519.9980799999,best_upper_bound,512709.70644697984,certified_lower_bound,180.21531758387573,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,11,reported_objective_units,635519.9980799999,12.689230083022267,7892.728340000031,,167.37009883311111,167.37009883311111,635519.9980799999,512709.70644697984,0,635519.9980799999,7892.728340000031,635519.9980799999,327627.1617386134,635519.9980799999,488712.5525726455,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_10m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_10m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,1.0,no total budget remained for required proof pricing,2026-08-25T17:07:41.485479+00:00,,False,1441586.411136,best_upper_bound,0.0,certified_lower_bound,600.3370940410532,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,2,reported_objective_units,1441586.411136,30.234579458017834,0.0,,,506.2125458329683,1441586.411136,0.0,0,,,1441586.411136,0.0,1441586.411136,0.0,1441586.411136,0.0,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_arc_pricing_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_arc_pricing_3m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,180.0,,,,,,,,,,,1.0,no total budget remained for required proof pricing,2026-08-25T17:16:56.111516+00:00,,False,1441586.411136,best_upper_bound,0.0,certified_lower_bound,188.28341637505218,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,5,reported_objective_units,1441586.411136,30.257445416995324,0.0,,,172.30257283290848,1441586.411136,0.0,0,,,1441586.411136,0.0,1441586.411136,0.0,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_barrier_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_barrier_3m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,180.0,,,,,,,,,,,1.0,no total budget remained for required proof pricing,2026-08-25T17:20:49.349529+00:00,,False,1441586.411136,best_upper_bound,0.0,certified_lower_bound,180.00866654189304,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,4,reported_objective_units,1441586.411136,30.48772337497212,0.0,,,140.77559191605542,1441586.411136,0.0,0,,,1441586.411136,0.0,1441586.411136,0.0,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_coordinated_200prefs_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_coordinated_200prefs_3m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,180.0,,,,,,,,,,,1.0,trajectory root column-generation total time limit reached between completed rounds,2026-08-25T18:01:08.973762+00:00,,False,1441586.411136,best_upper_bound,0.0,certified_lower_bound,180.06129066704307,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,4,reported_objective_units,1441586.411136,42.78500679205172,0.0,,,176.0500339581631,1441586.411136,0.0,0,,,1441586.411136,0.0,1441586.411136,0.0,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_coordinated_hint_200prefs_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_coordinated_hint_200prefs_3m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,180.0,,,,,,,,,,,1.0,trajectory root column-generation total time limit reached between completed rounds,2026-08-25T18:05:44.607792+00:00,,False,1380616.049328,best_upper_bound,0.0,certified_lower_bound,180.04450333397835,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,4,reported_objective_units,1441586.411136,42.89131191605702,0.0,175.95878645812627,,175.95878645812627,1380616.049328,0.0,1,,,1441586.411136,0.0,1441586.411136,0.0,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_coordinated_interval3_5m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_coordinated_interval3_5m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,300.0,,,,,,,,,,,1.0,no total budget remained for required proof pricing,2026-08-25T18:11:41.368080+00:00,,False,1374088.542376,best_upper_bound,0.0,certified_lower_bound,329.56163479201496,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,7,reported_objective_units,1441586.411136,43.26768683292903,0.0,289.59189462522045,,289.59189462522045,1374088.542376,0.0,2,,,1441586.411136,0.0,1441586.411136,0.0,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_multicolumn_5m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_multicolumn_5m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,300.0,,,,,,,,,,,1.0,trajectory root column-generation total time limit reached between completed rounds,2026-08-25T17:39:23.875343+00:00,,False,1441586.411136,best_upper_bound,0.0,certified_lower_bound,343.4287182909902,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,4,reported_objective_units,1441586.411136,59.30278133391403,0.0,,,339.45386441692244,1441586.411136,0.0,0,,,1441586.411136,0.0,1441586.411136,0.0,1441586.411136,0.0,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_smoke,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,iteration_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,180.0,,,,,,,,,,,1.0,trajectory root column-generation iteration limit exhausted,2026-08-25T16:57:14.425889+00:00,,False,1441586.411136,best_upper_bound,0.0,certified_lower_bound,35.4988882499747,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,1441586.411136,30.15546312497463,0.0,,,30.15546312497463,1441586.411136,0.0,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_clique_gate_k39_zero_dual_3m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_resource_clique_gate_k39_zero_dual_3m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,180.0,,,,,,,,,,,1.0,no total budget remained for required proof pricing,2026-08-25T17:12:02.834927+00:00,,False,1441586.411136,best_upper_bound,0.0,certified_lower_bound,180.33698379108682,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,3,reported_objective_units,1441586.411136,30.21799629193265,0.0,,,132.6806500419043,1441586.411136,0.0,0,,,1441586.411136,0.0,1441586.411136,0.0,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_window_ab20_energy/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_resource_window_ab20_energy,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.007518791011534631,81.72367637499701,,,,,2026-08-11T13:56:25.747806+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,81.72367637499701,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,1422004.210176,3.4827554580406286,409360.3827920009,,,77.92832108179573,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_resource_window_ab20_energy_fixed/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_resource_window_ab20_energy_fixed,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.007050874992273748,79.97113329102285,,,,,2026-08-11T14:18:42.211427+00:00,,,1422004.210176,global_upper_bound,409360.3827920009,global_lower_bound,79.97113329102285,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,1422004.210176,3.3895613749627955,409360.3827920009,,,75.82304454006953,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920009,1422004.210176,409360.3827920009,,,,,,,,,,,,,,,,,,
