source,bytes,classification,records
benchmarks/output/ean_build_baselines/manifest.json,2886,support_or_manifest,0
benchmarks/output/ean_merge_sequence/final_gate_10_adversarial.json,7069,result_or_diagnostic,3
benchmarks/output/ean_merge_sequence/gate_10.json,8954,result_or_diagnostic,4
benchmarks/output/ean_merge_sequence/gate_20.json,11760,result_or_diagnostic,3
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m/campaign.json,65986,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m/ean_pairwise_shared/k20/result.json,7444,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v2/campaign.json,95579,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v2/ean_pairwise_shared/k20/result.json,6825,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v3/campaign.json,2061996,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v3/ddd_arc_flow_labeled/k20/bakeoff_result.json,59189,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v3/ddd_arc_flow_labeled/k20/result.json,54843,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v3/ddd_arc_flow_labeled/k39/bakeoff_result.json,132060,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v3/ddd_arc_flow_labeled/k39/result.json,122649,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v3/ean_pairwise_shared/k20/result.json,27159,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v3/ean_pairwise_shared/k39/result.json,8870,result_or_diagnostic,1
benchmarks/output/fixed_k_model_bakeoff/five_station_b_no_wait_model_bakeoff_k20_k39_30m_v3/summary.json,258474,result_or_diagnostic,4
benchmarks/output/fixed_movement_passenger_20260715/20260715T164450Z__three_station_v0__journey_time__all.json,18256,result_or_diagnostic,4
benchmarks/output/fixed_movement_passenger_20260715/20260715T165012Z__three_station_v0__journey_time__all.json,38192,result_or_diagnostic,4
benchmarks/output/fixed_movement_passenger_20260715/20260715T165544Z__five_station_v0__journey_time__all.json,18947,result_or_diagnostic,4
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/manifest.json,3266,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time.json,329535,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208540,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533065,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds/manifest.json,3266,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time.json,327988,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,209140,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533845,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix/manifest.json,3266,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix/three_station_v0/ean_passenger_service_journey_time.json,322277,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,201503,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533264,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds/manifest.json,3266,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time.json,324972,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,201371,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533370,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation/manifest.json,3266,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation/three_station_v0/ean_passenger_service_journey_time.json,231718,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,164929,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,532369,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds/manifest.json,3266,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time.json,279230,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,168652,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,534699,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/horizon_time_bounds_20260714/results/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,27428,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/results/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds.json,25174,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/results/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix.json,27613,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/results/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds.json,30466,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/results/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation.json,12663,result_or_diagnostic,1
benchmarks/output/horizon_time_bounds_20260714/results/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds.json,20696,result_or_diagnostic,1
benchmarks/output/initial_placement_comparison_300s/summary.json,22396,result_or_diagnostic,5
benchmarks/output/initial_placement_comparison_300s/summary_corrected.json,19698,result_or_diagnostic,6
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all/five_station_v0/discrete_dt_0p5.json,2747959,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all/five_station_v0/ean_build_artifact.json,72494280,large_support_artifact_not_loaded,
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all/five_station_v0/ean_passenger_service_journey_time.json,565633,result_or_diagnostic,1
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all/five_station_v0/ean_passenger_service_journey_time_movement_plan.json,485055,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all/five_station_v0/ean_passenger_service_journey_time_physical_replay.json,1100055,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all/five_station_v0/scenario.json,32560,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all/manifest.json,3264,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/discrete_dt_0p5.json,2747959,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_build_artifact.json,72494280,large_support_artifact_not_loaded,
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_passenger_service_journey_time.json,645124,result_or_diagnostic,1
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_passenger_service_journey_time_movement_plan.json,485055,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_passenger_service_journey_time_physical_replay.json,1100055,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/scenario.json,32560,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/manifest.json,3264,support_or_manifest,0
benchmarks/output/mip_start_comparison_20260715/results/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all.json,5503,result_or_diagnostic,1
benchmarks/output/mip_start_comparison_20260715/results/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all.json,5524,result_or_diagnostic,1
benchmarks/output/mip_start_smoke/artifacts/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/discrete_dt_0p5.json,2747959,support_or_manifest,0
benchmarks/output/mip_start_smoke/artifacts/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_build_artifact.json,72494280,large_support_artifact_not_loaded,
benchmarks/output/mip_start_smoke/artifacts/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_passenger_service_journey_time.json,644178,result_or_diagnostic,1
benchmarks/output/mip_start_smoke/artifacts/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_passenger_service_journey_time_movement_plan.json,485121,support_or_manifest,0
benchmarks/output/mip_start_smoke/artifacts/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_passenger_service_journey_time_physical_replay.json,1100068,support_or_manifest,0
benchmarks/output/mip_start_smoke/artifacts/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/scenario.json,32560,support_or_manifest,0
benchmarks/output/mip_start_smoke/artifacts/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/manifest.json,3264,support_or_manifest,0
benchmarks/output/mip_start_smoke/results/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all.json,4498,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165044Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__all/three_station_optimized_initial_placement_v0/discrete_dt_0p5.json,1391599,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165044Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__all/three_station_optimized_initial_placement_v0/ean_build_artifact.json,2217838,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165044Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__all/three_station_optimized_initial_placement_v0/scenario.json,14549,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165054Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/manifest.json,3567,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165054Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/discrete_dt_0p5.json,1391599,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165054Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_build_artifact.json,2217838,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165054Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time.json,95472,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165054Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time_movement_plan.json,45575,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165054Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time_physical_replay.json,140187,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165054Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/scenario.json,14549,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165600Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/manifest.json,3567,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165600Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/discrete_dt_0p5.json,1391599,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165600Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_build_artifact.json,2217838,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165600Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time.json,86573,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165600Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time_movement_plan.json,45317,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165600Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time_physical_replay.json,140288,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165600Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/scenario.json,14549,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170106Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/manifest.json,3567,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170106Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/discrete_dt_0p5.json,1391599,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170106Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_build_artifact.json,2217838,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170106Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time.json,84595,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170106Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time_movement_plan.json,44839,support_or_manifest,0
