source,bytes,classification,records
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170106Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time_physical_replay.json,140998,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170106Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/scenario.json,14549,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170644Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/discrete_dt_0p5.json,1692031,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170644Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_build_artifact.json,4355158,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170644Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time.json,181253,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170644Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,89868,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170644Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,277485,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170644Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/scenario.json,22789,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170644Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/manifest.json,3872,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171158Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/discrete_dt_0p5.json,1692031,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171158Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_build_artifact.json,4355158,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171158Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time.json,190961,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171158Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,89810,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171158Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,277739,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171158Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/scenario.json,22789,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171158Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/manifest.json,3872,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171709Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/discrete_dt_0p5.json,1692031,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171709Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_build_artifact.json,4355158,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171709Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time.json,190955,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171709Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,89810,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171709Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,277739,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171709Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/scenario.json,22789,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171709Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/manifest.json,3872,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172320Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/discrete_dt_0p5.json,1696520,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172320Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_build_artifact.json,9260242,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172320Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time.json,5292,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172320Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,693,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172320Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,156,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172320Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/scenario.json,23931,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172320Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/manifest.json,3831,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172838Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/discrete_dt_0p5.json,1696520,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172838Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_build_artifact.json,9260242,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172838Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time.json,5640,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172838Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,693,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172838Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,156,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172838Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/scenario.json,23931,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T172838Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/manifest.json,3831,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T173347Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/discrete_dt_0p5.json,1696520,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T173347Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_build_artifact.json,9260242,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T173347Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time.json,5652,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T173347Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,693,support_or_manifest,0
